Phrase,IsHateSpeech
නියමයි කොල්ලො කාලකන්නි දේශපාලුවන්ගේ පරන්පරාවල් හැදිගෑවිලා පලයව්,YES
දෙමු හැදිගැවිලා යන්න සියලුම දෙශපලුවන්ට,YES
මහජනයාගේ මුදල් වලින් වැජඹෙන කාලකණ්ණින්ව එළවා දමන්න කාලය ඇවිත,YES
තොපිට ඔහොම වෙිලා මදි,YES
දැන් බලාගන්න මාලිංග වඩා තාත්තට ආදරේ කරන ගමන් වටපිටාව බලල මාලිංග බනින අපේ කාලේ බුකී අයියලාගේ කමෙන්ට්ස්,NO
හික්මීම ආගමකින් හෝ තමතුලින් විතර අනදෙයක් නොව සමුහයක් මුළු සමාජයක් විසින්ම පුරුදු පුහුණු කලදෙයක් බව පැහැදිලියි,NO
ලංකාවේ ඔහොම බස් එකක් දැම්මොත් ඒක තහනම් කරන්න කියලා පිකටින් යයි එහෙව් එවු ඉන්නේ මේකේ,NO
බැලුවහම මුන් මොඩයිනේ අම්මප පොඩ්ඩක් ඉස්සරහ කරල නැවැත්තුවනම් හැමොටම පහසුනේ මේක අගයකරන්න දාපුඑකා පිස්සේක් මිස සමනය මිනිහේක්නොවේ,YES
මේක මහ පිස්සු විකාර වැඩක් නෙ තවටිකක් ඉස්සරහ අරන් නැවැත්තුවනම් ළමය විශේෂ අනතුරක් වෙනව,NO
උන් ගේමක දෙන්න පුළුවන් අපේ බස් කෙනෙකුයි හාදයෙකුයි යැව්වනම්,NO
මොන තරම් ප්රොඩ ද අවු ක ඉතිහාසයකුත් තියනවනේ නේද ඇයි පෙරදිග ලෝකයේ මුතු ඇටය මොන තරම් වාසනාවන්තද අපි,NO
අපේ රටේ උනානම් මාර්ගය අවහිර වනසේ වාහනය නතරකිරීම යන චෝදනාව යටතේ නඩුත් පවරලා,NO
ටෙනිසන් කුරේලට බන්ද සමරසින්හලට අද තැනක් නෑඒකට අලුතෙන් බිහිවුන කෙනාදැන් ජන්දෙ දීපු හැටදෙලක්ෂයට සතුටු ඇතිනෙ,NO
කතාව අහද්දි මට හිතුණේ හරිය පොඩි එකෙක් කාගෙන්හරි ගුටි කාලා ගෙදර ඇවිත කේන්තියට ඔහේ කියවගෙන යනවා වගේ සීන් එකක් විද්යාත්මක පදනමක නෑ,NO
අපේ ප්රයිවට් බස් එකක් ආවනම් කියලා දෙයි මොවුන්දලට ඉවසීමෙන් මාරයා ලගා වෙන විදිය,NO
තුවක්කුව අරන් එකෙක් ඉස්කෝලෙට පැන්නහම තිහක් හතලිහ එක පාරට ඉවරයි,YES
අපේ ලංකා ඉන්නෙ කාලකන්නි රියදුරන්,YES
ලංකාවේ ඉන්න මිහරක් තමයි,YES
අපේ රටෙත් කාර් කාරයොයෙි ත්රිවිල් කාරයොයි බයි කාරයොයි හරිම විනීතයි,NO
ලංකාවත් මේවගෙ උනානම් කොච්චර අපූරුද,NO
හිතන ලංකාවේ,NO
විනීත විනය දරුවෙක් පුංචි කාලෙ ඉදන් පුරුදු කරන්න ඕනේ,NO
බලය ලැබිලත් මිනිස්සු කලකිරුනම මෙහෙම ඇත්ත කියනව ඇඩ්මින්ට මෙතනයි වැරදුනේ,NO
හරිය ලංකා වගේ නේද හහ් හහ් හා,NO
නේද,NO
අපේ රටේ මෙහෙම දකින්න කල්පයක් බලාගෙන ඉන්න වෙනවා,NO
පන්සල් ඔක්කොම කඩලා අයින් කරන එක තමා ප්රතමයෙන්ම කල යුත්ත,YES
ඊවා වනසුන්දර මහත්මිය විවෘත අධිකරණයේ සඳහන් කර සිටියේ ත්රිපුද්ගල ශ්රේෂ්ඨාධිකරණ විනිසුරු මඩුල්ලේ බහුතර විනිසුරුවරු එකඟතාවය මත මෙම අභියාචන ප්රතික්ෂේප කළ බව,NO
අධිකරණයට අපහාස කිරීම සම්බන්ධ ඥානසාර හිමියන්ට චෝදනා හතරක් එල්ල කර තිබෙන අතර ඒවා ඉදිරිපත් කර ඇති ආකාරය නීතියට පටහැණි බව,NO
එහෙත් නීතිපතිවරයා වෙනුවෙන් පෙනී සිටි රජයේ නියෝජ්ය සොලිසිටර් ජෙනරාල් රොහාන්ත අබේසූරිය මහතා සඳහන් කර සිටියේ අධිකරණයට අපහාස කිරීම සම්බන්ධ චෝදනා විභාග කිරීමට අභියාචනාධිකරණ බලය පවතින බව,NO
ඔයවගේ හර ඉන්නකම් මේ රට හදන්න නොහැකිය,YES
මෑන්ට අමතකයි රටේ ජනාදිපති එයැයි කියල,NO
අපේ ලංකාවේ මෙහෙම වුණානම් ඉතින් ඔය තාත්තා තමා අපේ ඉන්න කෙල්ල ඔය මනුස්සයා දිහා බලන්නේවත් නැහැ,NO
නුබ ආදරනීය දුවෙක් මම අහල තියෙනව තාත්තා වැඩියෙන් ආදරේ කරන්නෙ දූලා කියල ඒක අද මේ දසුනෙන්ම පෙනෙන්න ඇතැයි මා සිතනව,NO
ලංකාවේ උන් සල්ලි දුන්නෝ කරයි ළමය මරන්න වද පෙති දෙන දොස්තරලා ඉන්න රටක මිනිස්සු මරනේන් බෙර ගන්න උදව් කරයිද ලංකාවේ උන්,YES
ඇත්තට මේ සිදුවීම සැම අදර්ශයක්මැරෙන්න පන ඇද්ද ඇහැ ඇරලා බලන්නෙ නැති මේ ලොකේ ඒ සිදුවීම අගේකල යුතුම,NO
